mipvu_id,case_id,document_id,sentence_id,lexical_unit,lemma,decision_type,review_status,contextual_meaning,basic_meaning,confidence,semantic_shift_risk,review_notes,source_path
lincoln-lyceum-address_s01_p14_s06_lu059,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s06,justice,justice,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu001,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,And,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu002,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,in,in,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu003,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,short,short,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu004,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,let,let,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu005,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,it,it,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu006,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,become,become,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu007,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu008,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,political,political,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu009,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,religion,religion,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu010,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,of,of,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu011,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu012,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,nation,nation,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu013,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,and,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu014,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,let,let,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu015,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu016,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,old,old,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu017,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,and,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu018,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu019,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,young,young,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu020,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu021,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,rich,rich,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu022,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,and,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu023,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu024,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,poor,poor,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu025,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu026,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,grave,grave,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu027,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,and,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu028,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu029,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,gay,gay,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu030,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,of,of,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu031,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,all,all,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu032,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,sexes,sexes,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu033,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,and,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu034,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,tongues,tongues,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu035,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,and,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu036,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,colors,colors,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu037,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,and,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu038,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,conditions,conditions,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu039,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,sacrifice,sacrifice,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu040,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,unceasingly,unceasingly,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu041,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,upon,upon,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu042,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,its,its,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p14_s07_lu043,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p14_s07,altars,altars,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu001,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,While,while,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu002,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,ever,ever,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu003,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,a,a,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu004,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,state,state,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu005,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,of,of,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu006,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,feeling,feeling,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu007,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,such,such,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu008,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,as,as,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu009,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,this,this,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu010,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,shall,shall,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu011,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,universally,universally,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu012,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,or,or,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu013,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,even,even,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu014,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,very,very,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu015,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,generally,generally,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu016,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,prevail,prevail,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu017,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,throughout,throughout,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu018,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu019,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,nation,nation,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu020,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,vain,vain,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu021,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,will,will,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu022,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,be,be,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu023,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,every,every,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu024,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,effort,effort,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu025,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,and,and,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu026,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,fruitless,fruitless,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu027,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,every,every,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu028,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,attempt,attempt,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu029,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,to,to,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu030,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,subvert,subvert,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu031,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,our,our,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu032,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,national,national,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p15_s01_lu033,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p15_s01,freedom,freedom,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu001,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,When,when,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu002,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,I,i,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu003,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,so,so,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu004,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,pressingly,pressingly,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu005,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,urge,urge,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu006,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,a,a,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu007,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,strict,strict,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu008,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,observance,observance,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu009,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,of,of,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu010,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,all,all,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu011,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu012,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,laws,laws,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu013,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,let,let,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu014,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,me,me,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu015,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,not,not,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu016,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,be,be,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu017,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,understood,understood,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu018,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,as,as,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu019,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,saying,saying,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu020,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,there,there,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu021,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,are,are,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu022,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,no,no,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu023,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,bad,bad,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu024,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,laws,laws,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu025,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,or,or,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu026,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,that,that,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu027,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,grievances,grievances,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu028,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,may,may,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu029,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,not,not,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu030,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,arise,arise,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu031,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,for,for,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu032,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,the,the,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu033,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,redress,redress,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu034,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,of,of,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu035,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,which,which,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu036,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,no,no,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu037,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,legal,legal,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu038,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,provisions,provisions,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu039,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,have,have,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu040,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,been,been,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s01_lu041,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s01,made,made,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s02_lu001,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s02,I,i,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s02_lu002,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s02,mean,mean,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s02_lu003,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s02,to,to,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s02_lu004,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s02,say,say,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
lincoln-lyceum-address_s01_p16_s02_lu005,lincoln,lincoln-lyceum-address,lincoln-lyceum-address_s01_p16_s02,no,no,,pending,,,,,,cases/lincoln/corpus/mipvu/lincoln-lyceum-address_mipvu.json
